ORI,year,department_name,total_pop,violent_crime,homs_sum,rape_sum,rob_sum,agg_ass_sum,months_reported,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,source,url
KS08703,2008,"Wichita, Kan.",362602,3097,30,282,482,2303,12,854.1045003,8.273534068,77.77122024,132.928114,635.1316319,NA,NA
KS08703,2009,"Wichita, Kan.",367635,3255,25,262,527,2441,12,885.3890408,6.800223047,71.26633754,143.3487018,663.9737783,NA,NA
KS08703,2010,"Wichita, Kan.",382368,3038,16,251,481,2290,12,794.5225542,4.184450582,65.6435685,125.7950456,598.8994895,NA,NA
KS08703,2011,"Wichita, Kan.",384796,2963,25,245,490,2203,12,770.0183994,6.496949033,63.67010052,127.340201,572.5111488,NA,NA
KS08703,2012,"Wichita, Kan.",386409,2896,23,242,496,2135,12,749.4649452,5.952242313,62.62794086,128.3613994,552.5233626,NA,NA
KS08703,2013,"Wichita, Kan.",386486,3069,15,250,467,2337,12,794.0779226,3.881123766,64.68539611,120.8323199,604.6790828,NA,NA
KS08703,2014,"Wichita, Kan.",387493,2939,21,243,496,2179,12,758.4653142,5.419452739,62.71081026,128.0023123,562.3327389,NA,NA
KS08703,2015,"Wichita, Kan.",389824,3839,27,349,733,2730,NA,984.8033985,6.926202594,89.52758168,188.0335741,700.3160401,Crime in the U.S. 2015,https://ucr.fbi.gov/crime-in-the-u.s/2015/crime-in-the-u.s.-2015/tables/table-8/table_8_offenses_known_to_law_enforcement_by_state_by_city_2015.xls
KY05680,1975,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1976,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1977,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1978,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1979,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1980,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1981,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1982,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1983,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1984,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1985,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1986,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1987,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1988,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1989,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1990,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1991,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1992,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1993,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1994,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1995,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1996,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1997,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1998,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,1999,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,2000,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,2001,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,2002,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY05680,2003,"Louisville, Ky.",623771,3323,50,145,1455,1673,3,532.7275555,8.015762195,23.24571036,233.2586799,268.207403,Kentucky State Police,http://www.kentuckystatepolice.org/pdf/crimefacts2003.pdf
KY05680,2004,"Louisville, Ky.",624697,3280,66,216,1476,1522,12,525.0545464,10.56512197,34.57676281,236.2745459,243.6381158,NA,NA
KY05680,2005,"Louisville, Ky.",623735,3896,55,209,1822,1810,12,624.6242395,8.817847323,33.50781983,292.1112331,290.1873392,NA,NA
KY05680,2006,"Louisville, Ky.",626018,3836,50,175,1738,1873,12,612.7619334,7.986990789,27.95446776,277.6277998,299.192675,NA,NA
KY05680,2007,"Louisville, Ky.",624030,4238,71,194,1910,2063,12,679.134016,11.37765813,31.08824896,306.0750284,330.5930805,NA,NA
KY05680,2008,"Louisville, Ky.",629679,4306,71,220,1762,2253,12,683.8404965,11.27558645,34.93843689,279.8251172,357.8013559,NA,NA
KY05680,2009,"Louisville, Ky.",631260,3769,62,230,1570,1907,12,597.0598486,9.821626588,36.43506638,248.7089313,302.0942242,NA,NA
KY05680,2010,"Louisville, Ky.",660582,3734,52,229,1603,1850,12,565.25912,7.871846342,34.66640023,242.6648016,280.0560718,NA,NA
KY05680,2011,"Louisville, Ky.",665152,4086,48,227,1643,2168,12,614.2956798,7.216395651,34.12753777,247.0112095,325.9405369,NA,NA
KY05680,2012,"Louisville, Ky.",666200,3989,62,183,1394,2350,12,598.7691384,9.30651456,27.46922846,209.2464725,352.7469228,NA,NA
KY05680,2013,"Louisville, Ky.",671120,3644,48,160,1427,2009,12,542.9729408,7.152223149,23.84074383,212.629634,299.3503397,NA,NA
KY05680,2014,"Louisville, Ky.",677710,4015,56,194,1532,2233,12,592.4362928,8.263121394,28.6258134,226.0553924,329.4919656,NA,NA
KY05680,2015,"Louisville, Ky.",680550,4300,81,205,1545,2469,NA,631.8418926,11.90213798,30.12269488,227.0222614,362.7947983,Crime in the U.S. 2015,https://ucr.fbi.gov/crime-in-the-u.s/2015/crime-in-the-u.s.-2015/tables/table-8/table_8_offenses_known_to_law_enforcement_by_state_by_city_2015.xls
LANPD00,1975,New Orleans,571934,5993,158,237,3596,2002,12,1047.848178,27.62556519,41.43834778,628.743876,350.0403893,NA,NA
LANPD00,1976,New Orleans,557327,4810,170,264,2600,1776,12,863.0480849,30.50273897,47.36895934,466.5124783,318.6639083,NA,NA
LANPD00,1977,New Orleans,587776,5947,173,360,3279,2135,12,1011.779998,29.43298127,61.2478223,557.8655814,363.2336128,NA,NA
LANPD00,1978,New Orleans,559160,7635,216,406,4164,2849,12,1365.441019,38.62937263,72.60891337,744.6884613,509.5142714,NA,NA
LANPD00,1979,New Orleans,567656,8894,242,423,5276,2953,12,1566.793974,42.63145285,74.51696098,929.4361374,520.2094226,NA,NA
LANPD00,1980,New Orleans,557761,8172,218,588,4647,2719,12,1465.143673,39.084841,105.4214977,833.152551,487.4847829,NA,NA
LANPD00,1981,New Orleans,571771,8121,217,453,4950,2501,12,1420.323871,37.95225711,79.22752291,865.7312106,437.4128803,NA,NA
LANPD00,1982,New Orleans,579338,8604,233,488,5106,2777,12,1485.143388,40.21831815,84.23407406,881.3507831,479.3402124,NA,NA
LANPD00,1983,New Orleans,589508,8048,210,536,4550,2752,12,1365.20624,35.62292624,90.92327839,771.8300685,466.8299667,NA,NA
LANPD00,1984,New Orleans,576071,8687,214,555,4705,3213,12,1507.973844,37.14819875,96.34229114,816.7396033,557.7437503,NA,NA
LANPD00,1985,New Orleans,561364,8222,152,451,4142,3477,12,1464.646825,27.07690554,80.34002893,737.8456759,619.3842142,NA,NA
LANPD00,1986,New Orleans,563927,9165,197,456,5165,3347,12,1625.210355,34.93359956,80.86152995,915.898689,593.5165367,NA,NA
LANPD00,1987,New Orleans,549536,7678,205,359,3786,3328,12,1397.178711,37.30419845,65.32784021,688.9448553,605.6018168,NA,NA
LANPD00,1988,New Orleans,538047,8923,228,403,4729,3563,12,1658.405307,42.37548021,74.90051984,878.9194996,662.2098069,NA,NA
LANPD00,1989,New Orleans,528589,10203,251,388,5449,4115,12,1930.23313,47.48490793,73.40296525,1030.857623,778.4876341,NA,NA
LANPD00,1990,New Orleans,496938,11227,304,361,6048,4514,12,2259.235559,61.17463346,72.64487723,1217.053234,908.3628139,NA,NA
LANPD00,1991,New Orleans,500791,10969,345,302,5969,4353,12,2190.33489,68.89101442,60.30459813,1191.914391,869.2248862,NA,NA
LANPD00,1992,New Orleans,505008,10007,279,287,5341,4100,12,1981.552767,55.24664956,56.83078288,1057.607008,811.8683268,NA,NA
LANPD00,1993,New Orleans,491619,10024,395,298,5179,4152,12,2038.977338,80.3467726,60.61604617,1053.458064,844.5564553,NA,NA
LANPD00,1994,New Orleans,493990,9321,424,436,4822,3639,12,1886.880301,85.831697,88.26089597,976.1331201,736.6545881,NA,NA
LANPD00,1995,New Orleans,487179,10876,363,487,5349,4677,12,2232.444338,74.51060083,99.96325786,1097.95373,960.0167495,NA,NA
LANPD00,1996,New Orleans,488300,11021,351,390,5700,4580,12,2257.014131,71.88203973,79.86893303,1167.315175,937.9479828,NA,NA
LANPD00,1997,New Orleans,488509,8404,267,385,3972,3780,12,1720.33678,54.65610664,78.81123992,813.0863505,773.7830828,NA,NA
LANPD00,1998,New Orleans,471157,6888,230,299,2965,3394,12,1461.933071,48.81599976,63.46079969,629.30191,720.3543617,NA,NA
LANPD00,1999,New Orleans,465828,5931,158,280,2733,2760,12,1273.216724,33.91809853,60.1080227,586.6972359,592.4933667,NA,NA
LANPD00,2000,New Orleans,484674,5155,204,227,2421,2303,12,1063.601514,42.09014719,46.83560496,499.5110115,475.1647499,NA,NA
LANPD00,2001,New Orleans,484289,5877,213,209,2778,2677,12,1213.53159,43.98200248,43.15604938,573.6244267,552.769111,NA,NA
LANPD00,2002,New Orleans,486157,4556,258,162,1994,2142,12,937.1458191,53.06927597,33.32256864,410.155567,440.5984075,NA,NA
LANPD00,2003,New Orleans,475128,4596,274,213,2071,2038,12,967.3182805,57.66867034,44.83002475,435.8825411,428.9370443,NA,NA
LANPD00,2004,New Orleans,471057,4467,264,189,1836,2178,12,948.2928818,56.044173,40.12253294,389.7617486,462.3644272,NA,NA
LANPD00,2005,New Orleans,463072,2090,138,89,756,1107,6,451.3337019,29.80098127,19.21947343,163.2575496,239.0556976,Louisiana Commission on Law Enforcement,http://www.lcle.la.gov/programs/uploads/crime_in_la_2005.pdf
LANPD00,2006,New Orleans,431153,2255,162,87,761,1245,12,523.0161915,37.57366874,20.17845173,176.5034686,288.7606024,NA,NA
LANPD00,2007,New Orleans,220614,3451,209,115,1154,1973,12,1564.270627,94.73560155,52.12724487,523.0855703,894.3222098,NA,NA
LANPD00,2008,New Orleans,281440,2869,179,65,1085,1540,12,1019.400227,63.60147811,23.09550881,385.5173394,547.1859011,NA,NA
LANPD00,2009,New Orleans,336425,2614,174,98,932,1410,12,776.9933863,51.72029427,29.12982091,277.0305417,419.1127294,NA,NA
LANPD00,2010,New Orleans,343829,2593,175,144,953,1321,12,754.1539544,50.89739376,41.88128401,277.1726643,384.2026123,NA,NA
LANPD00,2011,New Orleans,346974,2748,200,163,1059,1326,12,791.9901779,57.64120655,46.97758333,305.2101887,382.1611994,NA,NA
LANPD00,2012,New Orleans,362874,2958,193,136,1065,1564,12,815.1589808,53.18650551,37.47857383,293.4903024,431.003599,NA,NA
LANPD00,2013,New Orleans,377022,2965,156,176,1138,1495,12,786.4262563,41.37689578,46.68162601,301.83915,396.5285845,NA,NA
